apc16delft
manipulator
/map
0.2,0.8,1.6,0.5,0.5,0.5,-0.5,0.291465,0.585037,-0.0404052,2.08929,1.58988,1.60778,-0.466952,1.56867,1.69959,0.208535,2
0.2,0.8,1.6,-0.5,0.5,0.5,0.5,0.27308,-1.77877,0.41661,1.78801,-1.55704,0.265913,-0.100962,-2.99983,1.61806,0.141765,10
0.2,0.8,1.625,0.5,0.5,0.5,-0.5,0.288852,1.26424,-0.371318,1.83792,1.52425,3.0164,-0.157501,0.481263,1.60921,0.125195,8
0.2,0.8,1.625,-0.5,0.5,0.5,0.5,0.272861,1.30339,-0.261652,1.67402,1.49551,2.31506,-0.211622,-2.06286,1.53986,0.227139,2
0.2,0.8,1.65,0.5,0.5,0.5,-0.5,0.123355,-1.06091,0.555081,1.3475,-1.08425,-2.36169,0.30507,2.93894,1.76334,0.202657,10
0.2,0.8,1.65,-0.5,0.5,0.5,0.5,0.341025,2.77463,-1.27779,-2.95999,1.54513,2.81627,1.88276,0.0793548,1.22198,1.09387e-05,6
0.2,0.8,1.675,0.5,0.5,0.5,-0.5,0.211629,2.10921,-0.182743,-2.38011,-1.2369,2.26078,0.362482,-2.16323,1.81683,0.288371,2
0.2,0.8,1.675,-0.5,0.5,0.5,0.5,0.311098,1.92009,0.0510553,-2.49669,-1.43044,1.81259,0.596539,1.24446,1.65407,0.188902,2
0.2,0.8,1.7,0.5,0.5,0.5,-0.5,0.322903,1.1188,0.204403,-1.95896,-1.37867,-1.51509,-0.829327,1.20704,1.36817,0.177097,2
0.2,0.8,1.7,-0.5,0.5,0.5,0.5,0.241901,2.93875,-1.18167,-2.85014,1.22852,-0.0866085,-1.65654,-2.87891,1.37279,0.109858,6
0.2,0.8,1.725,0.5,0.5,0.5,-0.5,0.304482,3.06194,0.00392832,2.69911,-1.27214,2.04943,0.596634,-2.12907,1.92624,0.0796555,4
0.2,0.8,1.725,-0.5,0.5,0.5,0.5,0.36436,3.0525,0.118319,2.70535,-1.36697,2.09611,0.614146,1.01146,1.88768,0.0891015,4
0.2,0.825,1.6,0.5,0.5,0.5,-0.5,0.312846,-2.26561,0.0579342,1.82712,-1.58354,1.63101,0.438192,-1.57542,1.5933,0.187154,2
0.2,0.825,1.6,-0.5,0.5,0.5,0.5,0.343737,1.12946,-0.424046,1.97738,1.63563,3.14159,-0.111835,-2.75405,1.65294,1.45864e-05,8
0.2,0.825,1.625,0.5,0.5,0.5,-0.5,0.273476,2.96266,-0.0626751,2.83621,-1.44915,-1.47222,-0.486225,1.43812,2.03684,0.123793,6
0.2,0.825,1.625,-0.5,0.5,0.5,0.5,0.260023,2.52892,-0.0860926,-2.96,-1.42222,-1.4179,-0.437133,-1.72219,2.00023,3.8147e-08,6
0.2,0.825,1.65,0.5,0.5,0.5,-0.5,0.239668,0.483195,0.257813,-1.20521,-1.31381,1.52304,0.687085,-1.82191,1.72478,0.260332,2
0.2,0.825,1.65,-0.5,0.5,0.5,0.5,0.309266,0.747838,-0.00106933,-1.24694,-1.45181,1.78676,0.512116,1.32539,1.64399,0.190734,2
0.2,0.825,1.675,0.5,0.5,0.5,-0.5,0.30508,0.612683,0.606418,-1.9903,-1.37627,1.1216,1.2273,-1.99389,1.33495,0.19492,2
0.2,0.825,1.675,-0.5,0.5,0.5,0.5,0.180785,0.238975,0.949669,-2.15892,-1.09926,0.671674,1.31305,0.810604,1.48356,0.319215,2
0.2,0.825,1.7,0.5,0.5,0.5,-0.5,0.0888208,-0.708634,0.599285,-2.12521,0.698504,-2.69833,-0.46005,0.108149,1.91347,0.411179,2
0.2,0.825,1.7,-0.5,0.5,0.5,0.5,0.0629908,-0.435413,0.577061,-2.79684,0.571669,2.84197,-0.494805,-2.68884,1.95597,0.163158,6
0.2,0.825,1.725,0.5,0.5,0.5,-0.5,0.26138,0.300641,0.814436,0.96572,1.13753,-2.33986,1.39559,-2.31033,1.36729,0.23862,2
0.2,0.825,1.725,-0.5,0.5,0.5,0.5,0.310085,-1.67031,0.422654,1.83555,-1.2369,0.446706,-0.411835,3.1416,1.67383,1.0643e-07,10
0.225,0.8,1.6,0.5,0.5,0.5,-0.5,0.277724,1.69427,-0.0509715,0.951072,1.53966,-1.52651,0.496927,-1.57398,1.54516,0.222276,2
0.225,0.8,1.6,-0.5,0.5,0.5,0.5,0.306602,1.63738,0.0314233,0.895146,1.58988,-1.59449,0.609293,1.56978,1.49665,0.193398,2
0.225,0.8,1.625,0.683013,0.183013,0.183013,-0.683013,-0.0544848,2.67723,-0.977328,-1.41184,-0.279306,-1.8216,0.622218,2.27128,1.75052,0.445515,2
0.225,0.8,1.625,-0.183013,0.683013,0.683013,0.183013,-0.0156437,-3.13968,-0.847908,1.8038,-0.58706,1.15191,0.781761,-0.178675,1.74854,0.00192292,4
0.225,0.8,1.625,0.5,0.5,0.5,-0.5,0.171581,-2.77761,-0.427932,1.87663,-1.25397,1.31636,0.813917,-1.79938,1.68972,0.328419,2
0.225,0.8,1.625,-0.5,0.5,0.5,0.5,0.149514,2.01516,-0.432431,1.13827,1.1982,3.01559,-0.192892,-2.62747,1.79839,0.126005,8
0.225,0.8,1.625,0.183013,0.683013,0.683013,-0.183013,0.211174,1.9221,-0.228988,0.956732,1.34562,2.04866,-0.305462,2.31418,1.71104,0.288826,2
0.225,0.8,1.625,-0.683013,0.183013,0.183013,0.683013,-0.0441725,2.97518,-1.08392,0.738025,-0.387402,0.246258,0.881291,1.5388,1.70932,0.166418,4
0.225,0.8,1.65,0.683013,0.183013,0.183013,-0.683013,0.0106052,-0.660398,0.731605,-2.07243,0.622015,0.550184,0.43504,2.23087,1.87193,0.489395,2
0.225,0.8,1.65,-0.183013,0.683013,0.683013,0.183013,0.00279765,-3.1409,-0.823564,-1.38092,0.577083,1.16009,-0.816075,2.91886,1.73479,0.000703983,4
0.225,0.8,1.65,0.5,0.5,0.5,-0.5,0.184327,-2.75612,-0.430335,-1.34033,1.21707,1.34424,-0.852964,1.26687,1.64969,0.315673,2
0.225,0.8,1.65,-0.5,0.5,0.5,0.5,0.302416,-0.0777657,-0.0068482,2.64907,1.45746,1.75748,-0.581666,-1.78928,1.92577,0.197584,2
0.225,0.8,1.65,0.183013,0.683013,0.683013,-0.183013,0.31288,-0.0817955,-0.0271098,2.65163,1.47495,1.76666,-0.584227,2.39969,1.91891,0.18712,2
0.225,0.8,1.65,-0.683013,0.183013,0.183013,0.683013,0.293197,-1.74922,0.542168,-1.21974,1.44125,-2.40824,-0.296691,-2.28933,1.63084,0.206803,2
0.225,0.8,1.675,0.683013,0.183013,0.183013,-0.683013,0.198566,-0.601512,1.25426,2.96,-1.17848,2.48471,-1.40996,-1.13981,1.45608,3.8147e-08,6
0.225,0.8,1.675,-0.183013,0.683013,0.683013,0.183013,0.242761,1.81517,-0.176201,1.01072,1.27663,2.21021,-0.403491,-3.14046,1.67566,0.00114078,10
0.225,0.8,1.675,0.5,0.5,0.5,-0.5,0.332667,1.61188,0.0765607,0.832054,1.4391,1.73087,-0.708683,1.28739,1.49365,0.167333,2
0.225,0.8,1.675,-0.5,0.5,0.5,0.5,0.298344,-1.80275,0.0274893,1.26921,-1.38259,-1.25294,-0.564889,-1.91176,1.47225,0.201656,2
0.225,0.8,1.675,0.183013,0.683013,0.683013,-0.183013,0.339606,-1.97308,-0.17922,1.11142,-1.44977,-1.55797,-0.85316,2.35307,1.34564,0.160394,2
0.225,0.8,1.675,-0.683013,0.183013,0.183013,0.683013,0.108281,2.15146,-0.618279,-1.77619,-0.928306,0.74038,-0.404719,-2.16296,1.7863,0.391719,2
0.225,0.8,1.7,0.683013,0.183013,0.183013,-0.683013,0.153814,2.7804,-1.19302,0.100614,-0.982976,-0.327255,1.40274,2.24968,1.5062,0.346186,2
0.225,0.8,1.7,-0.183013,0.683013,0.683013,0.183013,0.0879876,-0.796899,0.559868,1.00205,-0.762798,0.269009,-0.438163,2.31707,1.87712,0.412012,2
0.225,0.8,1.7,0.5,0.5,0.5,-0.5,0.104784,-0.692614,0.44574,0.603525,-0.82437,-0.324989,-0.424976,0.547237,1.93701,0.395216,2
0.225,0.8,1.7,-0.5,0.5,0.5,0.5,0.289735,-0.784612,0.0354564,0.238103,-1.29517,-1.18975,-0.594358,-2.01142,1.87475,0.210265,2
0.225,0.8,1.7,0.183013,0.683013,0.683013,-0.183013,0.321372,0.81099,0.303447,1.28422,1.34974,1.46505,-0.997208,2.26372,1.3408,0.178628,2
0.225,0.8,1.7,-0.683013,0.183013,0.183013,0.683013,0.301417,0.73038,0.0647224,-1.3948,-1.31602,1.81265,0.686063,2.22851,1.55272,0.198583,2
0.225,0.8,1.725,0.683013,0.183013,0.183013,-0.683013,0.0240062,2.85666,-0.74851,-0.531481,0.188713,-1.06305,0.754774,2.56803,1.73853,0.284941,4
0.225,0.8,1.725,-0.183013,0.683013,0.683013,0.183013,0.297799,1.49899,-0.54458,-1.18668,-1.23324,-2.40306,0.490993,-1.19203,1.62567,0.202201,2
0.225,0.8,1.725,0.5,0.5,0.5,-0.5,0.291812,1.40786,-0.356801,-1.41509,-1.22206,-3.13432,0.405437,-2.79599,1.64061,0.00727941,8
0.225,0.8,1.725,-0.5,0.5,0.5,0.5,0.131758,-0.742421,0.409105,0.645133,-0.819591,2.8414,0.469155,0.513152,1.91698,0.300205,8
0.225,0.8,1.725,0.183013,0.683013,0.683013,-0.183013,0.240914,-0.822927,0.146988,0.400685,-1.11818,2.21275,0.539351,-1.17704,1.88958,0.259086,2
0.225,0.8,1.725,-0.683013,0.183013,0.183013,0.683013,0.0608469,-0.304473,0.56663,2.9549,0.508501,-0.845901,0.634679,1.67349,1.86295,0.00509677,6
0.225,0.825,1.6,0.5,0.5,0.5,-0.5,0.300597,0.245226,0.0496012,-0.827966,-1.5358,1.53644,0.582076,-1.5734,1.86383,0.199403,2
0.225,0.825,1.6,-0.5,0.5,0.5,0.5,0.3543,0.269903,-0.0866462,-0.805297,-1.62653,1.64064,0.533806,1.56219,1.83168,0.1457,2
0.225,0.825,1.625,0.683013,0.183013,0.183013,-0.683013,-0.040173,-0.324519,0.943235,0.550677,-0.0658144,-3.1101,0.630308,2.5071,1.83732,0.0314955,8
0.225,0.825,1.625,-0.183013,0.683013,0.683013,0.183013,0.0612594,0.130601,0.935654,-1.8013,-0.834846,0.790601,1.01246,-0.158617,1.67144,0.438741,2
0.225,0.825,1.625,0.5,0.5,0.5,-0.5,0.216446,0.457366,0.576993,-1.61871,-1.30121,1.13046,1.02303,-1.86605,1.55145,0.283554,2
0.225,0.825,1.625,-0.5,0.5,0.5,0.5,0.31633,-2.46982,-0.0266852,1.87851,-1.50271,1.63468,0.592369,1.4632,1.63269,0.18367,2
0.225,0.825,1.625,0.183013,0.683013,0.683013,-0.183013,0.30741,-2.4891,-0.0755241,1.85178,-1.48772,1.58084,0.635046,-0.625822,1.62753,0.19259,2
0.225,0.825,1.625,-0.683013,0.183013,0.183013,0.683013,0.300062,-2.52187,-0.107403,1.85777,-1.47364,1.55348,0.658518,2.50953,1.63682,0.199938,2
