apc16delft
manipulator
/map
-0.45,0.6,0.7,0.683013,0.183013,-0.683013,-0.183013,0.351013,-0.0663181,1.39374,-0.105172,-1.50365,-1.57692,3.59311,0.536322,0.148987,2
-0.45,0.6,0.7,-0.183013,0.683013,0.183013,-0.683013,0.0998371,-0.0455436,1.77443,1.01777,-1.5383,-1.60471,5.99319,0.878609,0.28991,9
-0.45,0.6,0.7,0.5,0.5,-0.5,-0.5,0.232788,-0.0546508,1.48526,0.27876,-1.51973,-1.59026,4.34859,0.690499,0.267212,2
-0.45,0.6,0.7,-0.5,0.5,0.5,-0.5,0.0781015,-0.0443857,1.93033,1.3482,1.59522,1.60787,3.72418,0.913712,0.421898,2
-0.45,0.6,0.7,0.183013,0.683013,-0.183013,-0.683013,0.151325,-0.0487129,1.61732,0.647563,1.61101,1.59837,2.01751,0.80417,0.348675,2
-0.45,0.6,0.7,-0.683013,0.183013,0.683013,-0.183013,0.235724,-0.0548932,1.48178,0.267574,-1.51935,-1.58995,-4.02129,0.686484,0.264276,2
-0.45,0.6,0.7,0.881766,0.236268,0.353553,-0.204124,0.488577,1.35498,0.908674,0.143337,-2.45044,1.39822,3.54404,0.78415,0.0114226,2
-0.45,0.6,0.7,-0.236268,0.881766,0.204124,0.353553,0.242967,1.05505,1.11643,0.55637,0.820512,-1.38326,3.86066,0.941812,0.257033,2
-0.45,0.6,0.7,0.645497,0.645497,0.408248,-9.9992e-17,0.104029,0.918513,1.45426,1.22725,0.832814,-1.51712,2.09904,1.05401,0.395971,2
-0.45,0.6,0.7,-0.645497,0.645497,1.2499e-16,0.408248,0.444705,1.29636,0.930229,0.186616,-2.41901,1.38673,1.49701,0.804922,0.0552951,2
-0.45,0.6,0.7,0.236268,0.881766,0.353553,0.204124,0.197572,1.00757,1.18825,0.699252,-2.31227,1.40174,-0.246548,0.979631,0.302428,2
-0.45,0.6,0.7,-0.881766,0.236268,-0.204124,0.353553,0.108545,0.922378,1.43024,1.17997,-2.30903,1.50453,-3.15668,1.05128,0.391455,2
-0.45,0.6,0.7,0.683013,0.183013,0.183013,-0.683013,-0.277266,0.577389,1.98973,1.46768,-0.917466,0.757883,-3.42967,1.36952,0.222734,2
-0.45,0.6,0.7,-0.183013,0.683013,0.683013,0.183013,-0.266794,0.584092,2.13952,1.7552,-1.05379,0.686395,-0.11044,1.38152,0.233206,2
-0.45,0.6,0.7,0.5,0.5,0.5,-0.5,-0.162376,0.66331,2.51074,2.39512,-1.42422,0.67181,-1.75722,1.38438,0.107158,5
-0.45,0.6,0.7,-0.5,0.5,0.5,0.5,-0.276753,0.577734,2.02365,1.53451,-0.946295,0.738512,0.798234,1.37205,0.223247,2
-0.45,0.6,0.7,0.183013,0.683013,0.683013,-0.183013,-0.217684,0.61936,2.3558,2.14094,-1.28021,0.650916,-0.883175,1.39254,0.262103,5
-0.45,0.6,0.7,-0.683013,0.183013,0.183013,0.683013,-0.264701,0.586005,2.15332,1.78264,-1.07297,0.681282,2.00765,1.38243,0.235299,2
-0.45,0.6,0.7,0.881766,0.236268,-0.204124,-0.353553,0.00846531,0.295891,0.796201,-0.0792967,1.35223,0.367151,0.313208,1.15446,0.491535,2
-0.45,0.6,0.7,-0.236268,0.881766,0.353553,-0.204124,0.190973,-2.7376,-0.803991,3.00907,-1.25284,0.296609,2.80996,1.11311,0.21273,6
-0.45,0.6,0.7,0.645497,0.645497,-7.4994e-17,-0.408248,0.260276,-2.67389,-0.696669,3.2218,-1.66061,0.235959,1.09357,1.05646,8.88824e-08,6
-0.45,0.6,0.7,-0.645497,0.645497,0.408248,-9.9992e-17,0.102199,-2.79818,-0.966698,2.68565,2.24014,-0.418651,-5.9059,1.19376,0.167802,5
-0.45,0.6,0.7,0.236268,0.881766,0.204124,-0.353553,0.221476,-2.71158,-0.755018,3.10603,1.72742,-0.26566,-1.22865,1.08911,0.115768,6
-0.45,0.6,0.7,-0.881766,0.236268,0.353553,0.204124,0.234479,-2.70008,-0.735123,3.14531,1.65216,-0.255323,-4.30026,1.07847,0.0764879,6
